GENESIS-Tabelle: 23131-0004
Krankenhauspatienten: Deutschland, Jahre, Geschlecht,;;;;;;;;;;;;;;;;;;;;;;;;;;;
Altersgruppen, Fachabteilungen, Hauptdiagnose ICD-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
(1-Steller);;;;;;;;;;;;;;;;;;;;;;;;;;;
Diagnosen der Krankenhauspatienten;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;
Entlassene Patienten (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
2022;Frauenheilkunde und Geburtshilfe;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;204;4232;11648;-;-;-;-;785592;204;4232;11648;-;-;-;-;785592
2022;Frauenheilkunde und Geburtshilfe;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;33406;-;-;-;-;-;-;-;28526;-;-;-;-;-;-;-;61932
2022;Frauenheilkunde und Geburtshilfe;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;-;2;-;1;1;-;-;2322;48;119;127;40;30;22;17;3928;48;121;127;41;31;22;17;6250
2022;Frauenheilkunde und Geburtshilfe;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;-;1;3;2;1;3;-;745;30;281;458;402;373;280;247;10541;30;282;461;404;374;283;247;11286
2022;Frauenheilkunde und Geburtshilfe;ICD10-S00-T98;Verletzungen und Vergiftungen;-;1;7;1;3;3;3;92;25;62;91;912;776;618;555;12572;25;63;98;913;779;621;558;12664
2022;Frauenheilkunde und Geburtshilfe;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;-;1;-;1;-;-;-;3196;3;28;64;148;82;35;19;9455;3;29;64;149;82;35;19;12651
2022;Frauenheilkunde und Geburtshilfe;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Frauenheilkunde und Geburtshilfe;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;14
2022;Frauenheilkunde und Geburtshilfe;;Insgesamt;4;69;216;221;185;156;146;43286;976;7353;16314;39144;34120;26724;24313;1301542;980;7422;16530;39365;34305;26880;24459;1344828
2022;Geburtshilfe;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;-;-;-;-;-;-;3;-;1;4;-;-;-;-;49;-;1;4;-;-;-;-;52
2022;Geburtshilfe;ICD10-C00-C97;Bösartige Neubildungen;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;5;-;-;-;1;1;1;-;5
2022;Geburtshilfe;ICD10-D00-D48;Übrige Neubildungen;-;-;-;-;-;-;-;13;-;-;-;2;-;-;-;17;-;-;-;2;-;-;-;30
2022;Geburtshilfe;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;9
2022;Geburtshilfe;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
2022;Geburtshilfe;ICD10-F00-F99;Psychische und Verhaltensstörungen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
2022;Geburtshilfe;ICD10-G00-G99;Krankheiten des Nervensystems;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;13;-;-;1;-;-;-;-;14
2022;Geburtshilfe;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;6
2022;Geburtshilfe;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;139
2022;Geburtshilfe;ICD10-I00-I99;Krankheiten des Kreislaufsystems;-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;13;-;-;1;-;-;-;-;16
2022;Geburtshilfe;ICD10-J00-J99;Krankheiten des Atmungssystems;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;26;-;1;-;-;-;-;-;27
2022;Geburtshilfe;ICD10-K00-K93;Krankheiten des Verdauungssystems;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;46;-;-;1;-;-;-;-;48
2022;Geburtshilfe;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;-;-;-;-;-;-;-;3;-;1;-;-;-;-;-;5;-;1;-;-;-;-;-;8
2022;Geburtshilfe;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;14
2022;Geburtshilfe;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;-;-;-;-;-;-;7;1;1;3;-;-;1;1;87;1;1;3;-;-;1;1;94
2022;Geburtshilfe;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;39;642;1845;-;-;-;-;137154;39;642;1845;-;-;-;-;137154
2022;Geburtshilfe;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;6249;-;-;-;-;-;-;-;5644;-;-;-;-;-;-;-;11893
2022;Geburtshilfe;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;-;-;-;-;-;-;-;422;-;-;-;-;-;-;-;367;-;-;-;-;-;-;-;789
2022;Geburtshilfe;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;-;-;-;-;-;-;-;69;-;-;3;-;-;-;-;166;-;-;3;-;-;-;-;235
2022;Geburtshilfe;ICD10-S00-T98;Verletzungen und Vergiftungen;-;-;-;-;-;-;-;4;-;-;3;-;1;-;-;89;-;-;3;-;1;-;-;93
2022;Geburtshilfe;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;-;-;-;-;-;-;-;261323;-;5;8;-;-;-;-;259456;-;5;8;-;-;-;-;520779
2022;Geburtshilfe;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Geburtshilfe;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
2022;Geburtshilfe;;Insgesamt;-;-;-;-;-;-;-;268166;40;651;1869;3;2;2;1;403245;40;651;1869;3;2;2;1;671411
2022;Hals-Nasen-Ohrenheilkunde;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;25;188;312;225;204;157;164;3822;69;277;351;229;166;149;152;3649;94;465;663;454;370;306;316;7471
2022;Hals-Nasen-Ohrenheilkunde;ICD10-C00-C97;Bösartige Neubildungen;14;22;26;6047;5087;3709;3640;36411;8;20;21;2065;1743;1430;1492;13885;22;42;47;8112;6830;5139;5132;50296
2022;Hals-Nasen-Ohrenheilkunde;ICD10-D00-D48;Übrige Neubildungen;62;76;49;1593;1304;792;652;12834;64;53;44;1200;939;651;514;9873;126;129;93;2793;2243;1443;1166;22707
2022;Hals-Nasen-Ohrenheilkunde;ICD10-D50-D90;Krankheiten des Blutes;1;2;-;14;10;10;7;128;-;-;-;6;11;10;10;139;1;2;-;20;21;20;17;267
2022;Hals-Nasen-Ohrenheilkunde;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;4;1;1;47;28;26;16;499;5;5;7;116;74;48;34;1082;9;6;8;163;102;74;50;1581
2022;Hals-Nasen-Ohrenheilkunde;ICD10-F00-F99;Psychische und Verhaltensstörungen;1;1;2;14;10;7;9;192;2;1;3;12;15;10;8;235;3;2;5;26;25;17;17;427
2022;Hals-Nasen-Ohrenheilkunde;ICD10-G00-G99;Krankheiten des Nervensystems;22;22;32;529;428;246;180;7180;8;15;18;264;259;146;109;3010;30;37;50;793;687;392;289;10191
2022;Hals-Nasen-Ohrenheilkunde;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;32;14;8;66;48;45;55;653;20;2;3;83;99;69;74;900;52;16;11;149;147;114;129;1553
2022;Hals-Nasen-Ohrenheilkunde;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;1056;678;336;2854;2458;1818;1701;34998;846;596;458;2801;2468;1904;1928;34786;1902;1274;794;5655;4926;3722;3629;69784
2022;Hals-Nasen-Ohrenheilkunde;ICD10-I00-I99;Krankheiten des Kreislaufsystems;17;37;8;119;86;56;57;1030;13;23;29;82;101;59;61;1207;30;60;37;201;187;115;118;2237
2022;Hals-Nasen-Ohrenheilkunde;ICD10-J00-J99;Krankheiten des Atmungssystems;1194;1958;3204;4520;3263;2019;1514;102670;1309;2969;4132;3087;2228;1404;1087;79861;2503;4927;7336;7607;5491;3423;2601;182531
2022;Hals-Nasen-Ohrenheilkunde;ICD10-K00-K93;Krankheiten des Verdauungssystems;51;55;75;847;739;536;469;8062;46;49;67;769;610;487;535;7473;97;104;142;1616;1349;1023;1004;15535
2022;Hals-Nasen-Ohrenheilkunde;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;50;71;49;169;119;93;100;2573;46;54;53;100;106;90;87;1926;96;125;102;269;225;183;187;4499
2022;Hals-Nasen-Ohrenheilkunde;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;10;56;188;84;48;30;31;2875;7;67;170;53;37;22;20;2164;17;123;358;137;85;52;51;5039
2022;Hals-Nasen-Ohrenheilkunde;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;-;-;6;3;2;8;28;-;-;-;1;1;1;-;8;-;-;-;7;4;3;8;36
2022;Hals-Nasen-Ohrenheilkunde;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;52;-;-;1;-;-;-;-;52
2022;Hals-Nasen-Ohrenheilkunde;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
2022;Hals-Nasen-Ohrenheilkunde;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;124;66;67;64;56;11;22;2263;162;123;97;84;66;44;21;2630;286;189;164;148;122;55;43;4893
2022;Hals-Nasen-Ohrenheilkunde;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;61;97;102;1181;1185;1119;1305;11372;72;97;122;788;741;739;1049;8312;133;194;224;1969;1926;1858;2354;19684
2022;Hals-Nasen-Ohrenheilkunde;ICD10-S00-T98;Verletzungen und Vergiftungen;294;362;385;622;526;451;531;10887;166;214;235;417;453;443;540;7222;460;576;620;1039;979;894;1071;18109
2022;Hals-Nasen-Ohrenheilkunde;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;10;5;6;485;377;237;133;2615;7;6;5;171;142;91;68;1150;17;11;11;656;519;328;201;3765
2022;Hals-Nasen-Ohrenheilkunde;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Hals-Nasen-Ohrenheilkunde;UNBEKANNT;unbekannt;-;-;-;-;1;-;-;4;-;-;-;-;1;-;-;6;-;-;-;-;2;-;-;10
2022;Hals-Nasen-Ohrenheilkunde;;Insgesamt;3028;3711;4850;19486;15980;11364;10594;241096;2850;4571;5816;12328;10260;7797;7789;179571;5878;8282;10666;31814;26240;19161;18383;420668
2022;Augenheilkunde;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;4;5;6;124;145;132;188;1364;5;4;12;125;148;155;222;1419;9;9;18;249;293;287;410;2783
2022;Augenheilkunde;ICD10-C00-C97;Bösartige Neubildungen;3;1;1;379;498;447;711;3537;2;2;1;423;543;634;1038;4677;5;3;2;802;1041;1081;1749;8214
2022;Augenheilkunde;ICD10-D00-D48;Übrige Neubildungen;28;9;5;83;109;117;108;990;44;17;6;98;117;93;161;1238;72;26;11;181;226;210;269;2228
2022;Augenheilkunde;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;2;-;1;1;18;1;-;-;1;2;2;4;26;1;-;-;3;2;3;5;44
2022;Augenheilkunde;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;-;171;132;69;42;1331;2;3;3;155;103;72;77;1574;2;3;3;326;235;141;119;2905
2022;Augenheilkunde;ICD10-F00-F99;Psychische und Verhaltensstörungen;-;-;-;-;1;-;-;8;-;-;-;1;-;-;-;2;-;-;-;1;1;-;-;10
2022;Augenheilkunde;ICD10-G00-G99;Krankheiten des Nervensystems;-;1;3;14;13;4;11;129;-;1;6;15;16;13;15;209;-;2;9;29;29;17;26;338
2022;Augenheilkunde;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;732;614;404;17097;18737;16157;17924;131977;701;445;355;16782;19787;19528;23923;139477;1433;1059;759;33879;38524;35685;41847;271454
2022;Augenheilkunde;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;3;-;-;-;1;-;2;-;4
2022;Augenheilkunde;ICD10-I00-I99;Krankheiten des Kreislaufsystems;-;1;-;14;14;12;13;77;-;-;-;5;9;11;9;61;-;1;-;19;23;23;22;138
2022;Augenheilkunde;ICD10-J00-J99;Krankheiten des Atmungssystems;-;-;-;-;1;1;2;17;-;-;-;1;2;1;1;17;-;-;-;1;3;2;3;34
2022;Augenheilkunde;ICD10-K00-K93;Krankheiten des Verdauungssystems;-;-;-;1;1;-;-;7;-;1;-;2;-;2;1;11;-;1;-;3;1;2;1;18
2022;Augenheilkunde;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;4;2;1;35;32;38;34;269;2;1;-;14;24;22;31;207;6;3;1;49;56;60;65;476
2022;Augenheilkunde;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;3;-;2;20;30;23;44;207;4;3;1;36;39;53;67;297;7;3;3;56;69;76;111;504
2022;Augenheilkunde;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;-;-;-;1;-;-;6;-;1;-;-;-;-;-;4;-;1;-;-;1;-;-;10
2022;Augenheilkunde;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;7
2022;Augenheilkunde;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3
2022;Augenheilkunde;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;77;42;23;6;5;6;4;1100;65;34;28;9;15;4;9;994;142;76;51;15;20;10;13;2094
2022;Augenheilkunde;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;1;-;-;1;1;2;3;15;-;-;1;1;2;3;4;50;1;-;1;2;3;5;7;65
2022;Augenheilkunde;ICD10-S00-T98;Verletzungen und Vergiftungen;123;100;95;526;568;490;654;7134;53;33;24;320;459;525;788;4142;176;133;119;846;1027;1015;1442;11276
2022;Augenheilkunde;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;2;2;-;17;9;19;19;122;-;1;2;10;16;17;17;124;2;3;2;27;25;36;36;246
2022;Augenheilkunde;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Augenheilkunde;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Augenheilkunde;;Insgesamt;977;777;540;18490;20297;17519;19758;148309;879;546;439;17999;21282;21136;26367;154542;1856;1323;979;36489;41579;38655;46125;302851
2022;Neurologie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;3;12;92;668;726;613;786;7666;3;22;98;716;697;670;955;7845;6;34;190;1384;1423;1283;1741;15511
2022;Neurologie;ICD10-C00-C97;Bösartige Neubildungen;1;2;5;704;701;536;488;4862;-;1;4;621;556;437;444;4332;1;3;9;1325;1257;973;932;9194
2022;Neurologie;ICD10-D00-D48;Übrige Neubildungen;1;2;14;305;304;251;255;2468;-;3;16;266;279;243;318;2522;1;5;30;571;583;494;573;4990
2022;Neurologie;ICD10-D50-D90;Krankheiten des Blutes;1;-;2;30;30;14;22;458;2;1;4;43;34;24;24;600;3;1;6;73;64;38;46;1058
2022;Neurologie;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;8;623;668;613;903;5338;2;1;17;391;480;581;1158;5456;2;1;25;1014;1148;1194;2061;10794
2022;Neurologie;ICD10-F00-F99;Psychische und Verhaltensstörungen;96;92;207;1204;1328;1370;1765;17096;96;133;498;1125;1270;1488;2050;18681;192;225;705;2329;2598;2858;3815;35777
2022;Neurologie;ICD10-G00-G99;Krankheiten des Nervensystems;544;633;1976;18522;20562;19375;20943;183021;475;769;2684;14984;16385;16560;21588;184618;1019;1402;4660;33506;36947;35935;42531;367639
2022;Neurologie;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;2;17;57;734;678;532;534;6699;6;35;140;567;582;536;635;7625;8;52;197;1301;1260;1068;1169;14324
2022;Neurologie;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;3;26;1201;1302;1021;1038;11627;2;11;47;1765;1859;1669;2058;16953;2;14;73;2966;3161;2690;3096;28580
2022;Neurologie;ICD10-I00-I99;Krankheiten des Kreislaufsystems;6;37;74;15327;16838;15937;20209;123174;8;41;100;9083;11692;14197;22600;106513;14;78;174;24410;28530;30134;42809;229687
2022;Neurologie;ICD10-J00-J99;Krankheiten des Atmungssystems;9;11;44;254;290;347;393;2809;5;14;48;144;151;170;241;1939;14;25;92;398;441;517;634;4748
2022;Neurologie;ICD10-K00-K93;Krankheiten des Verdauungssystems;5;3;3;68;71;82;87;636;1;4;2;70;79;62;98;659;6;7;5;138;150;144;185;1295
2022;Neurologie;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;-;1;-;10;6;9;10;105;-;-;2;8;12;12;12;107;-;1;2;18;18;21;22;212
2022;Neurologie;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;8;13;59;1371;1394;1194;1232;14510;14;40;98;1538;1690;1638;2133;18244;22;53;157;2909;3084;2832;3365;32755
2022;Neurologie;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;-;2;131;166;173;276;1292;-;2;7;104;171;185;317;1623;-;2;9;235;337;358;593;2915
2022;Neurologie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;2;18;-;-;-;-;375;-;2;18;-;-;-;-;375
2022;Neurologie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;10
2022;Neurologie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;13;5;13;16;21;9;1;275;9;6;8;10;12;9;8;220;22;11;21;26;33;18;9;495
2022;Neurologie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;46;101;560;2198;2462;2504;2888;31030;47;186;997;2493;2677;2708;3623;41179;93;287;1557;4691;5139;5212;6511;72209
2022;Neurologie;ICD10-S00-T98;Verletzungen und Vergiftungen;9;34;92;623;670;768;1119;6932;8;21;68;365;503;652;1107;5612;17;55;160;988;1173;1420;2226;12544
2022;Neurologie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;7;4;2;53;51;39;35;615;4;3;11;36;27;29;43;598;11;7;13;89;78;68;78;1213
2022;Neurologie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;1;-;-;-;-;-;-;2;1;-;2;1;1;-;-;5;2;-;2;1;1;-;-;7
2022;Neurologie;UNBEKANNT;unbekannt;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Neurologie;;Insgesamt;752;970;3236;44042;48268;45387;52984;420620;683;1295;4869;34330;39157;41870;59412;425711;1435;2265;8105;78372;87425;87257;112396;846332
2022;Allgemeine Psychiatrie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;-;-;2;1;3;1;13;-;-;-;-;3;1;-;10;-;-;-;2;4;4;1;23
2022;Allgemeine Psychiatrie;ICD10-C00-C97;Bösartige Neubildungen;-;-;-;1;-;2;-;7;-;-;-;-;-;-;1;3;-;-;-;1;-;2;1;10
2022;Allgemeine Psychiatrie;ICD10-D00-D48;Übrige Neubildungen;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2
2022;Allgemeine Psychiatrie;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
2022;Allgemeine Psychiatrie;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;-;9;4;-;2;45;-;-;-;7;-;1;-;34;-;-;-;16;4;1;2;79
2022;Allgemeine Psychiatrie;ICD10-F00-F99;Psychische und Verhaltensstörungen;16;342;9383;15744;10539;8367;10134;373780;28;323;13136;15785;13245;12262;15721;299589;44;665;22519;31529;23784;20629;25855;673369
2022;Allgemeine Psychiatrie;ICD10-G00-G99;Krankheiten des Nervensystems;1;-;5;533;800;1197;1836;6812;-;1;3;390;835;1433;2268;8098;1;1;8;923;1635;2630;4104;14910
2022;Allgemeine Psychiatrie;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Allgemeine Psychiatrie;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
2022;Allgemeine Psychiatrie;ICD10-I00-I99;Krankheiten des Kreislaufsystems;-;-;1;3;6;3;3;43;-;-;2;4;-;3;4;40;-;-;3;7;6;6;7;83
2022;Allgemeine Psychiatrie;ICD10-J00-J99;Krankheiten des Atmungssystems;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;1;1;-;-;3
2022;Allgemeine Psychiatrie;ICD10-K00-K93;Krankheiten des Verdauungssystems;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
2022;Allgemeine Psychiatrie;ICD10-L00-L99;Krankheiten der Haut und der Unterhaut;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
2022;Allgemeine Psychiatrie;ICD10-M00-M99;Krankh. d. Muskel-Skelett-Systems u.d.Bindegewebes;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;1;-;2
2022;Allgemeine Psychiatrie;ICD10-N00-N99;Krankheiten des Urogenitalsystems;-;-;-;1;-;-;-;3;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;4
2022;Allgemeine Psychiatrie;ICD10-O00-O99;Schwangerschaft, Geburt und Wochenbett;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;4
2022;Allgemeine Psychiatrie;ICD10-P00-P96;Best. Zustände mit Ursprung i.d Perinatalperiode;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Allgemeine Psychiatrie;ICD10-Q00-Q99;Angeb.Fehlbild.,Deformitäten,Chromosomenanomalien;-;-;1;-;-;-;-;4;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;5
2022;Allgemeine Psychiatrie;ICD10-R00-R99;Symptome u.abnorme klin. u.Laborbefunde,ao.n.kl.;-;-;2;-;2;2;3;51;-;1;5;7;3;8;7;64;-;1;7;7;5;10;10;115
2022;Allgemeine Psychiatrie;ICD10-S00-T98;Verletzungen und Vergiftungen;-;-;1;1;1;-;-;16;-;-;-;1;1;2;3;19;-;-;1;2;2;2;3;35
2022;Allgemeine Psychiatrie;ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;-;-;5;3;4;2;5;97;-;-;5;-;1;7;4;57;-;-;10;3;5;9;9;154
2022;Allgemeine Psychiatrie;ICD10-U00-U85;Schlüsselnummern für besondere Zwecke;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;3
2022;Allgemeine Psychiatrie;UNBEKANNT;unbekannt;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2
2022;Allgemeine Psychiatrie;;Insgesamt;17;342;9398;16298;11358;9577;11985;380881;28;325;13152;16194;14090;13718;18008;307929;45;667;22550;32492;25448;23295;29993;688810
2022;Kinder- und Jugendpsychiatrie;ICD10-A00-B99;Bestimmte infektiöse und parasitäre Krankheiten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-C00-C97;Bösartige Neubildungen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-D00-D48;Übrige Neubildungen;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-D50-D90;Krankheiten des Blutes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-E00-E90;Endokrine, Ernährungs- und Stoffwechselkrankheiten;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-F00-F99;Psychische und Verhaltensstörungen;7423;8747;315;-;-;-;-;19876;16902;21858;506;-;-;-;-;40556;24325;30605;821;-;-;-;-;60432
2022;Kinder- und Jugendpsychiatrie;ICD10-G00-G99;Krankheiten des Nervensystems;3;4;-;-;-;-;-;11;6;1;-;-;-;-;-;21;9;5;-;-;-;-;-;32
2022;Kinder- und Jugendpsychiatrie;ICD10-H00-H59;Krankheiten des Auges und der Augenanhangsgebilde;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-H60-H95;Krankheiten des Ohres und des Warzenfortsatzes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2022;Kinder- und Jugendpsychiatrie;ICD10-I00-I99;Krankheiten des Kreislaufsystems;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
